player,season,matches,runs,balls_faced,strike_rate,wickets,overs_bowled,economy,catches,run_outs
Sikandar Raza,2024,2,43,38,113.16,0,2,11,0,0
Azmatullah Omarzai,2024,7,42,33,127.27,4,21,8.86,0,0
MK Pandey,2024,1,42,31,135.48,0,0,,4,0
N Rana,2024,2,42,34,123.53,0,0,,0,0
D Padikkal,2024,7,38,53,71.7,0,0,,4,1
Swapnil Singh,2024,7,37,21,176.19,6,15,8.87,2,1
Mohammad Nabi,2024,6,35,31,112.9,2,12.2,8.84,7,0
SB Dubey,2024,3,33,19,173.68,0,0,,0,0
KV Sharma,2024,9,31,15,206.67,7,24,10.58,5,0
Rasikh Salam,2024,8,28,30,93.33,9,24.3,10.98,1,0
Harpreet Singh,2024,2,27,34,79.41,0,0,,0,0
KS Williamson,2024,2,27,27,100,0,0,,1,0
JD Unadkat,2024,11,24,26,92.31,8,31.1,10.24,0,1
SS Prabhudessai,2024,1,24,18,133.33,0,0,,0,0
Tanush Kotian,2024,1,24,31,77.42,0,0,,0,1
B Kumar,2024,16,23,29,79.31,11,57,9.35,1,0
AJ Turner,2024,2,21,18,116.67,0,0,,0,0
RD Chahar,2024,9,21,15,140,10,31,9,2,0
SN Thakur,2024,9,21,17,123.53,5,31.4,9.76,4,0
Yudhvir Singh,2024,2,21,14,150,1,4,13,0,0
K Rabada,2024,11,20,14,142.86,11,42,8.86,5,0
Gulbadin Naib,2024,1,19,15,126.67,0,1,12,1,0
M Jansen,2024,3,18,13,138.46,1,10,12.9,6,0
Saurav Chauhan,2024,3,18,15,120,0,0,,0,0
Sumit Kumar,2024,3,18,24,75,0,3.2,11.4,1,2
PP Chawla,2024,11,15,15,100,13,35,8.91,1,0
G Coetzee,2024,10,14,22,63.64,13,33.3,10.18,1,0
MJ Santner,2024,3,14,17,82.35,2,9,7.11,1,1
Sanvir Singh,2024,3,14,12,116.67,0,0,,3,0
TA Boult,2024,15,14,16,87.5,16,53.2,8.31,4,0
HV Patel,2024,14,13,19,68.42,24,49,9.73,5,2
R Sai Kishore,2024,5,13,6,216.67,7,15,9.13,1,0
DG Nalkande,2024,3,12,11,109.09,3,4.5,9.31,2,0
JJ Bumrah,2024,13,12,12,100,20,51.5,6.48,1,0
Mohammed Siraj,2024,14,12,8,150,15,54,9.19,3,0
UT Yadav,2024,7,12,15,80,8,21,10,1,0
Avesh Khan,2024,15,10,5,200,20,54.5,9.59,1,0
Lalit Yadav,2024,2,10,12,83.33,0,3,18.67,0,0
A Manohar,2024,2,9,16,56.25,0,0,,2,0
AA Kulkarni,2024,2,9,8,112.5,0,0,,0,0
L Wood,2024,2,9,3,300,1,6,15.5,0,0
MA Starc,2024,13,9,11,81.82,17,41.5,10.61,5,0
D Ferreira,2024,2,8,11,72.73,0,0,,2,0
V Viyaskanth,2024,3,7,5,140,1,10,8.6,2,0
SH Johnson,2024,5,6,7,85.71,4,16,9.44,1,0
Anmolpreet Singh,2024,2,5,6,83.33,0,0,,0,0
Arshad Khan (2),2024,1,5,4,125,0,2,12,0,0
Noor Ahmad,2024,10,5,9,55.56,8,34.5,8.33,5,0
A Nortje,2024,6,4,8,50,7,22,13.36,1,0
Akash Madhwal,2024,5,4,5,80,5,18.1,11.28,1,0
Arshdeep Singh,2024,14,4,3,133.33,19,50.2,10.03,1,0
MS Wade,2024,1,4,6,66.67,0,0,,1,0
Ravi Bishnoi,2024,14,4,6,66.67,10,43.4,8.77,3,1
AS Roy,2024,3,3,3,100,0,5.4,10.59,0,0
Kumar Kushagra,2024,3,3,7,42.86,0,0,,1,0
Mukesh Kumar,2024,10,3,9,33.33,17,35.3,10.37,3,0
RJW Topley,2024,4,3,6,50,4,15,11.2,1,0
RK Bhui,2024,2,3,9,33.33,0,0,,0,0
A Kamboj,2024,3,2,2,100,2,10,11.4,3,0
Akash Deep,2024,1,2,2,100,1,3.3,15.71,0,0
BR Sharath,2024,1,2,5,40,0,0,,1,0
JA Richardson,2024,1,2,2,100,0,4,10,0,0
MM Sharma,2024,11,2,15,13.33,13,39,10.9,3,0
Mohsin Khan,2024,10,2,1,200,10,38,10.13,1,0
Naveen-ul-Haq,2024,10,2,4,50,14,36.3,10.19,4,0
RJ Gleeson,2024,2,2,2,100,1,7.5,9.06,0,0
Shivam Singh,2024,1,2,3,66.67,0,0,,2,0
I Sharma,2024,9,1,7,14.29,10,27,9.81,2,1
KA Maharaj,2024,2,1,2,50,2,6,6.5,1,0
LB Williams,2024,2,1,2,50,1,6.1,11.51,1,0
LH Ferguson,2024,7,1,1,100,9,24,10.62,4,0
MJ Suthar,2024,1,1,2,50,0,2,13,0,0
SZ Mulani,2024,2,1,1,100,0,5,11.4,0,0
VG Arora,2024,10,1,1,100,11,30.1,9.12,1,0
Vijaykumar Vyshak,2024,4,1,3,33.33,4,14.3,9.79,3,0
A Mishra,2024,1,0,0,,1,2,10,0,0
AS Joseph,2024,3,0,0,,1,9.4,11.9,0,0
Arjun Tendulkar,2024,1,0,0,,0,2.2,9.43,0,0
CV Varun,2024,14,0,0,,21,50.1,7.99,3,0
DL Chahar,2024,8,0,0,,5,23.3,8.6,0,0
H Sharma,2024,1,0,0,,0,2,14.5,0,0
Harshit Rana,2024,11,0,0,,19,42.1,9.08,3,0
J Little,2024,1,0,0,,4,4,11.25,0,0
K Gowtham,2024,1,0,0,,0,2,14.5,1,0
KK Ahmed,2024,14,0,0,,17,50,9.58,1,0
KR Sen,2024,3,0,0,,6,12,10.17,1,0
KT Maphaka,2024,2,0,0,,1,6,14.83,0,0
Kartik Tyagi,2024,1,0,0,,0,4,12.75,0,0
M Markande,2024,7,0,0,,8,22,11.77,2,0
M Pathirana,2024,6,0,0,,13,22,7.68,1,0
M Siddharth,2024,3,0,0,,1,9.1,7.64,0,0
M Theekshana,2024,5,0,0,,2,20,7.2,1,0
MJ Henry,2024,4,0,0,,1,12,9.17,0,0
MP Yadav,2024,4,0,0,,7,12.1,6.99,1,0
Mayank Dagar,2024,5,0,1,0,1,11.5,10.14,3,0
Mukesh Choudhary,2024,1,0,0,,0,1,27,0,0
Mustafizur Rahman,2024,9,0,0,,14,34.3,9.19,1,0
N Burger,2024,5,0,0,,7,17,8.53,2,0
N Thushara,2024,7,0,0,,8,26,9.88,1,1
NT Ellis,2024,1,0,0,,1,4,6,0,0
PVD Chameera,2024,1,0,0,,0,3,16,0,0
R Dhawan,2024,1,0,0,,0,3,11.67,0,0
S Gopal,2024,3,0,0,,3,7,9.57,0,0
S Joseph,2024,1,0,0,,0,4,11.75,0,0
S Sandeep Warrier,2024,5,0,0,,6,11,10.82,0,0
Sandeep Sharma,2024,10,0,0,,13,38,8.18,3,1
Simarjeet Singh,2024,4,0,0,,5,12,10.08,2,0
Suyash Sharma,2024,2,0,0,,0,4,12.75,1,0
T Natarajan,2024,14,0,0,,19,51.2,9.06,2,0
TU Deshpande,2024,13,0,1,0,17,48,8.83,2,0
Tanay Thyagarajan,2024,0,0,0,,0,0,,1,1
Umran Malik,2024,1,0,0,,0,1,15,0,0
V Kaverappa,2024,1,0,0,,2,4,9,0,0
Washington Sundar,2024,2,0,1,0,1,5,14.6,0,0
YS Chahal,2024,15,0,0,,18,58,9.41,4,0
Yash Dayal,2024,14,0,0,,15,50.2,9.1,3,1
Yash Thakur,2024,10,0,0,,11,35.3,11.32,1,0
B Sai Sudharsan,2025,15,759,486,156.17,0,0,,7,0
SA Yadav,2025,16,717,427,167.92,0,0,,6,0
V Kohli,2025,15,657,454,144.71,0,0,,3,1
Shubman Gill,2025,15,650,417,155.88,0,0,,8,0
MR Marsh,2025,13,627,383,163.71,0,0,,1,0
SS Iyer,2025,17,604,345,175.07,0,0,,7,0
P Simran Singh,2025,18,599,370,161.89,0,0,,2,0
YBK Jaiswal,2025,14,559,350,159.71,0,0,,10,0
KL Rahul,2025,13,546,363,150.41,0,0,,3,3
Priyansh Arya,2025,18,545,299,182.27,0,0,,8,0
JC Buttler,2025,13,538,330,163.03,0,0,,8,1
N Pooran,2025,14,524,267,196.25,0,0,,8,0
H Klaasen,2025,13,487,282,172.7,0,0,,7,2
AK Markram,2025,13,445,299,148.83,4,11,9.27,7,0
Abhishek Sharma,2025,13,439,227,193.39,0,11,10.18,8,0
RG Sharma,2025,15,418,280,149.29,0,0,,1,0
PD Salt,2025,13,403,229,175.98,0,0,,9,0
R Parag,2025,14,397,238,166.81,3,20,8.5,8,1
AM Rahane,2025,12,390,264,147.73,0,0,,5,0
RD Rickelton,2025,14,388,257,150.97,0,0,,11,3
TM Head,2025,12,374,230,162.61,0,0,,3,0
N Wadhera,2025,15,369,253,145.85,0,0.5,10.8,6,0
S Dube,2025,14,357,270,132.22,0,2,16.5,4,0
Ishan Kishan,2025,13,354,232,152.59,0,0.1,24,8,2
Shashank Singh,2025,14,350,228,153.51,0,2,13.5,7,0
Tilak Varma,2025,13,343,248,138.31,0,0,,9,0
Dhruv Jurel,2025,13,333,213,156.34,0,0,,7,1
A Badoni,2025,11,329,222,148.2,2,1.4,7.8,4,0
RM Patidar,2025,14,312,217,143.78,0,0,,2,0
T Stubbs,2025,13,306,200,153,0,2,20,10,0
Abishek Porel,2025,13,301,205,146.83,0,0,,3,2
RA Jadeja,2025,14,301,222,135.59,10,37.5,8.56,6,1
A Raghuvanshi,2025,11,300,215,139.53,0,0,,2,0
SE Rutherford,2025,11,291,185,157.3,0,0,,1,0
SV Samson,2025,9,285,203,140.39,0,0,,4,0
JP Inglis,2025,11,278,171,162.57,0,0,,9,0
RR Pant,2025,13,269,202,133.17,0,0,,5,1
AR Patel,2025,12,263,167,157.49,5,36,8.69,4,0
JM Sharma,2025,11,261,148,176.35,0,0,,19,0
Naman Dhir,2025,12,252,138,182.61,0,4,5.25,12,0
V Suryavanshi,2025,7,252,122,206.56,0,0,,0,0
D Padikkal,2025,10,247,164,150.61,0,0,,1,0
SP Narine,2025,12,246,144,170.83,12,45,7.8,3,1
SO Hetmyer,2025,13,245,168,145.83,0,0,,13,0
A Mhatre,2025,7,240,127,188.98,0,0,,4,0
Aniket Verma,2025,12,236,142,166.2,0,0,,6,1
WG Jacks,2025,11,233,172,135.47,6,14,8.57,6,0
D Brevis,2025,6,225,125,180,0,0,,6,0
HH Pandya,2025,14,224,137,163.5,14,35,9.77,3,2
N Rana,2025,11,217,134,161.94,0,2,9,2,0
RK Singh,2025,11,206,134,153.73,0,0,,9,1
Ashutosh Sharma,2025,9,204,127,160.63,0,0,,2,0
F du Plessis,2025,9,202,163,123.93,0,0,,4,0
KK Nair,2025,8,198,115,172.17,0,0,,2,2
MS Dhoni,2025,13,196,145,135.17,0,0,,6,1
R Ravindra,2025,8,191,149,128.19,0,0,,2,0
TH David,2025,9,187,101,185.15,0,0,,7,2
Nithish Kumar Reddy,2025,11,182,153,118.95,2,5,9.4,6,0
M Shahrukh Khan,2025,11,179,100,179,1,1,13,5,0
AD Russell,2025,10,167,102,163.73,8,18.1,11.94,4,0
Abdul Samad,2025,12,164,93,176.34,0,0.2,18,4,0
MP Stoinis,2025,11,160,86,186.05,1,14.1,12.35,1,0
DP Conway,2025,6,156,119,131.09,0,0,,2,0
DA Miller,2025,10,153,120,127.5,0,0,,5,0
Q de Kock,2025,8,152,117,129.91,0,0,,3,0
V Nigam,2025,13,142,79,179.75,12,39,9.13,3,1
VR Iyer,2025,7,142,102,139.22,0,0,,4,1
Washington Sundar,2025,5,133,80,166.25,2,10.5,10.25,3,0
RD Gaikwad,2025,5,122,81,150.62,0,0,,3,0
Sameer Rizvi,2025,4,121,79,153.16,0,0,,2,0
V Shankar,2025,5,118,91,129.67,0,0,,2,0
SM Curran,2025,5,114,84,135.71,1,12,11.08,3,0
LS Livingstone,2025,8,112,84,133.33,2,9,8.44,4,0
KH Pandya,2025,15,109,86,126.74,17,46,8.24,6,0
SB Dubey,2025,8,106,66,160.61,0,0,,1,0
R Tewatia,2025,11,99,59,167.8,0,0,,4,0
PJ Cummins,2025,14,97,58,167.24,16,49.4,9.06,5,0
MA Agarwal,2025,4,95,64,148.44,0,0,,0,0
MK Pandey,2025,3,92,65,141.54,0,0,,0,0
PHKD Mendis,2025,5,92,69,133.33,2,7,8.57,1,0
JM Bairstow,2025,2,85,46,184.78,0,0,,1,0
M Jansen,2025,14,75,63,119.05,16,47.2,9.15,6,0
Rahmanullah Gurbaz,2025,5,74,53,139.62,0,0,,2,0
SK Rasheed,2025,5,71,63,112.7,0,0,,1,0
R Shepherd,2025,7,70,24,291.67,6,14,10.79,4,0
Urvil Patel,2025,3,68,32,212.5,0,0,,2,0
JG Bethell,2025,2,67,39,171.79,0,0,,1,0
JC Archer,2025,12,63,50,126,11,45.4,9.42,1,0
A Manohar,2025,5,61,61,100,0,0,,7,0
Azmatullah Omarzai,2025,8,57,41,139.02,8,27,10.33,0,0
Harshit Rana,2025,13,57,53,107.55,15,44,10.18,6,0
J Fraser-McGurk,2025,6,55,52,105.77,0,0,,3,1
RA Tripathi,2025,5,55,57,96.49,0,0,,1,0
GJ Maxwell,2025,6,48,49,97.96,4,13,8.46,5,0
C Bosch,2025,2,47,32,146.88,1,7,7.86,2,0
Ramandeep Singh,2025,7,47,35,134.29,0,0,,5,0
MJ Santner,2025,13,40,33,121.21,10,39.3,7.92,7,1
Rashid Khan,2025,15,40,28,142.86,9,55,9.35,6,0
DL Chahar,2025,14,37,25,148,11,41,9.17,2,0
R Ashwin,2025,9,33,30,110,7,31,9.13,3,0
DJ Hooda,2025,5,31,41,75.61,0,1,15,3,0
Arshad Khan,2025,9,23,19,121.05,6,21,10.33,4,0
Sediqullah Atal,2025,1,22,16,137.5,0,0,,0,0
Avesh Khan,2025,13,21,12,175,13,47.2,10.29,2,0
HV Patel,2025,13,21,26,80.77,16,43.5,9.81,3,0
BKG Mendis,2025,1,20,10,200,0,0,,1,0
Kuldeep Yadav,2025,14,18,16,112.5,15,53,7.36,0,0
SN Thakur,2025,10,18,12,150,15,34,11.03,4,0
G Coetzee,2025,4,17,11,154.55,2,12,10.92,2,0
J Overton,2025,3,15,7,214.29,0,6,13.83,0,0
A Kamboj,2025,8,14,12,116.67,8,21.3,8,1,0
B Kumar,2025,14,14,25,56,17,52,9.29,5,0
MP Breetzke,2025,1,14,12,116.67,0,0,,0,0
Atharva Taide,2025,1,13,9,144.44,0,0,,0,0
Ravi Bishnoi,2025,11,13,16,81.25,9,37,10.84,5,0
Harpreet Brar,2025,7,11,13,84.62,10,22,8.64,0,0
XC Bartlett,2025,4,11,15,73.33,2,10,9.6,5,0
M Theekshana,2025,11,10,27,37.04,11,42,9.76,0,0
Mohammed Shami,2025,9,10,10,100,6,30,11.23,2,0
PVD Chameera,2025,6,10,14,71.43,4,17,11.65,1,0
K Rabada,2025,4,9,8,112.5,2,14,11.57,0,0
PWA Mulder,2025,1,9,11,81.82,0,1,16,1,0
PWH de Silva,2025,11,9,15,60,11,41,9.05,2,1
Shahbaz Ahmed,2025,3,9,8,112.5,1,8.3,12,0,0
KT Maphaka,2025,2,8,2,400,1,5,10.8,2,0
RA Bawa,2025,1,8,4,200,0,0,,3,1
Noor Ahmad,2025,14,7,17,41.18,24,50,8.16,2,0
Suryansh Shedge,2025,3,7,11,63.64,0,3,13.33,1,0
TU Deshpande,2025,10,7,8,87.5,9,32,10.62,2,0
Akash Deep,2025,6,6,2,300,3,19,12.05,0,0
MA Starc,2025,11,6,10,60,14,38.5,10.3,7,0
R Minz,2025,2,6,15,40,0,0,,0,0
Sandeep Sharma,2025,10,6,5,120,9,37.1,10.06,0,0
MM Ali,2025,5,5,14,35.71,6,16,8.5,2,0
Prince Yadav,2025,6,5,10,50,3,22.5,9.85,2,1
R Powell,2025,1,5,5,100,0,0,,1,0
R Sai Kishore,2025,15,5,10,50,19,42.3,9.25,4,0
Akash Madhwal,2025,4,4,9,44.44,4,15,11.07,0,0
LH Ferguson,2025,4,4,1,400,6,11.2,9.18,0,0
Yash Dayal,2025,15,4,8,50,13,49,9.59,3,0
K Kartikeya,2025,4,3,5,60,2,8,9.75,0,0
M Tiwari,2025,1,3,4,75,0,1,14,2,0
Mohammed Siraj,2025,15,3,4,75,16,57,9.25,5,0
Simarjeet Singh,2025,4,3,7,42.86,2,10,14.1,0,0
Arshdeep Singh,2025,16,2,6,33.33,21,58.2,8.88,4,1
Fazalhaq Farooqi,2025,5,2,2,100,0,17,12.35,0,0
SH Johnson,2025,4,2,4,50,1,11.2,11.74,1,0
TA Boult,2025,16,2,3,66.67,22,57.4,8.97,1,0
CV Varun,2025,13,1,1,100,17,50,7.66,2,0
D Ferreira,2025,1,1,3,33.33,0,0,,0,0
DS Rathi,2025,13,1,3,33.33,14,52,8.25,3,0
KK Ahmed,2025,14,1,2,50,15,46.4,9.58,1,1
KV Sharma,2025,5,1,1,100,7,15,8.53,1,0
MM Sharma,2025,8,1,3,33.33,2,25,10.28,1,0
MS Bhandage,2025,1,1,4,25,0,0,,2,0
PVSN Raju,2025,2,1,1,100,1,4,13.25,1,0
A Nortje,2025,2,0,0,,1,7,11.86,1,0
A Zampa,2025,2,0,0,,2,8,11.75,0,0
AS Roy,2025,1,0,1,0,1,4,6.75,1,0
Akash Singh,2025,3,0,0,,4,11.1,8.87,0,0
Ashok Sharma,2025,0,0,0,,0,0,,1,0
Ashwani Kumar,2025,7,0,0,,11,20.3,11.32,2,0
C Sakariya,2025,1,0,0,,0,3,13,0,0
E Malinga,2025,7,0,0,,13,26.4,8.92,1,1
Harsh Dubey,2025,3,0,0,,5,10,9.8,0,0
Himmat Singh,2025,0,0,0,,0,0,,1,0
I Sharma,2025,7,0,0,,4,18.2,11.18,2,0
JD Unadkat,2025,7,0,0,,11,23.5,7.34,0,1
JJ Bumrah,2025,12,0,1,0,18,47.2,6.68,2,0
JR Hazlewood,2025,12,0,1,0,22,44,8.77,1,0
K Khejroliya,2025,1,0,0,,1,3,9.67,1,0
KA Jamieson,2025,4,0,5,0,5,15,9.8,0,0
KS Rathore,2025,1,0,5,0,0,0,,0,0
Karim Janat,2025,1,0,0,,0,1,30,0,0
L Ngidi,2025,2,0,2,0,4,8,10.12,0,0
M Pathirana,2025,12,0,0,,13,41.5,10.14,3,0
M Prasidh Krishna,2025,15,0,0,,25,59,8.27,4,0
M Siddharth,2025,2,0,0,,2,7,9.57,1,0
MJ Owen,2025,1,0,2,0,0,0,,2,0
MK Lomror,2025,0,0,0,,0,0,,1,0
MP Yadav,2025,2,0,0,,2,8,12.5,2,0
Mujeeb Ur Rahman,2025,1,0,0,,1,2,14,0,0
Mukesh Choudhary,2025,2,0,0,,1,6,11.83,0,0
Mukesh Kumar,2025,12,0,0,,12,39.3,10.33,1,0
Musheer Khan,2025,1,0,3,0,1,2,13.5,0,0
Mustafizur Rahman,2025,3,0,1,0,4,11,7.91,0,0
N Thushara,2025,1,0,0,,1,4,6.5,0,0
NT Ellis,2025,1,0,0,,1,4,9.5,0,0
P Dubey,2025,1,0,0,,1,2,10,1,0
RD Chahar,2025,1,0,0,,0,1,9,0,0
RJ Gleeson,2025,1,0,0,,1,3.3,11.14,0,0
RJW Topley,2025,1,0,0,,0,3,13.33,1,0
Rasikh Salam,2025,2,0,0,,1,6,11.67,1,0
Suyash Sharma,2025,14,0,0,,8,50,8.84,1,0
T Natarajan,2025,2,0,0,,1,4.1,12.72,0,0
T Vijay,2025,0,0,0,,0,0,,1,0
V Puthur,2025,5,0,0,,6,12,9.08,1,0
VG Arora,2025,12,0,8,0,17,42.3,10.12,4,0
Vijaykumar Vyshak,2025,5,0,0,,4,17,10.65,1,0
W O'Rourke,2025,3,0,0,,6,10.2,12.77,1,0
YS Chahal,2025,13,0,0,,16,45,9.56,2,0
Yash Thakur,2025,2,0,0,,1,6.3,12.15,0,0
Yudhvir Singh,2025,4,0,0,,4,11.1,11.64,0,0
Zeeshan Ansari,2025,10,0,0,,6,33.5,9.84,3,0
V Suryavanshi,2026,16,776,327,237.31,0,0,,2,0
Shubman Gill,2026,16,732,449,163.03,0,0,,12,2
B Sai Sudharsan,2026,17,722,457,157.99,0,0,,4,1
V Kohli,2026,16,675,407,165.85,0,0,,9,0
H Klaasen,2026,15,624,390,160,0,0,,13,0
Ishan Kishan,2026,15,602,330,182.42,0,0,,8,3
KL Rahul,2026,14,593,340,174.41,0,0,,2,1
Abhishek Sharma,2026,15,563,275,204.73,0,4.5,10.14,10,0
MR Marsh,2026,13,563,345,163.19,0,0,,4,0
JC Buttler,2026,17,526,345,152.46,0,0,,25,1
Dhruv Jurel,2026,16,515,333,154.65,0,0,,18,4
P Simran Singh,2026,13,510,302,168.87,0,0,,7,1
RM Patidar,2026,14,501,260,192.69,0,0,,10,0
SS Iyer,2026,13,498,295,168.81,0,0,,8,0
C Connolly,2026,13,491,301,163.12,0,0,,4,1
SV Samson,2026,14,477,288,165.62,0,0,,4,1
D Padikkal,2026,15,464,275,168.73,0,0,,13,1
RD Rickelton,2026,12,448,240,186.67,0,0,,9,0
YBK Jaiswal,2026,16,427,280,152.5,0,0,,4,1
A Raghuvanshi,2026,12,422,288,146.53,0,0,,5,1
TM Head,2026,15,410,241,170.12,1,1,7,0,0
Washington Sundar,2026,16,377,251,150.2,1,9.1,9.16,6,0
Priyansh Arya,2026,13,364,172,211.63,0,0,,2,0
Tilak Varma,2026,14,359,246,145.93,0,0,,12,0
FH Allen,2026,11,349,163,214.11,0,0,,1,0
RD Gaikwad,2026,14,337,273,123.44,0,0,,5,3
AM Rahane,2026,14,335,248,135.08,0,0,,8,0
C Green,2026,14,322,221,145.7,7,22,10.64,8,0
Naman Dhir,2026,14,318,216,147.22,0,0,,9,0
D Ferreira,2026,13,317,177,179.1,1,3,13.67,13,0
RR Pant,2026,13,313,227,137.89,0,0,,10,1
R Parag,2026,14,309,196,157.65,2,4,9.5,4,0
TH David,2026,15,305,162,188.27,0,1,18,3,0
Nithish Kumar Reddy,2026,14,302,176,171.59,8,31,10.42,10,0
RK Singh,2026,11,299,199,150.25,0,0,,11,0
Kartik Sharma,2026,11,295,216,136.57,0,0,,1,0
RG Sharma,2026,9,283,180,157.22,0,0,,0,0
P Nissanka,2026,10,278,175,158.86,0,0,,2,0
T Stubbs,2026,13,275,216,127.31,0,0,,7,0
S Dube,2026,12,270,170,158.82,1,5,12.8,4,0
SA Yadav,2026,13,270,183,147.54,0,0,,3,0
JP Inglis,2026,5,266,143,186.01,0,0,,1,0
RA Jadeja,2026,12,266,197,135.03,10,33,8.39,1,0
Sameer Rizvi,2026,9,252,171,147.37,0,0,,3,1
N Pooran,2026,14,234,184,127.17,0,0,,5,1
AK Markram,2026,11,231,168,137.5,0,6,13.83,8,0
KH Pandya,2026,15,226,155,145.81,14,50.3,8.42,2,0
N Rana,2026,9,225,149,151.01,0,4,13.75,3,1
MP Stoinis,2026,9,216,120,180,2,7.5,12.51,1,0
A Badoni,2026,10,215,141,152.48,0,1,14,1,1
DA Miller,2026,10,211,137,154.01,0,0,,7,0
VR Iyer,2026,6,209,112,186.61,0,0,,1,0
HH Pandya,2026,10,206,149,138.26,4,22.4,11.43,2,0
PD Salt,2026,6,202,120,168.33,0,0,,6,0
A Mhatre,2026,6,201,113,177.88,0,0,,0,0
R Powell,2026,7,190,141,134.75,0,0,,6,0
R Tewatia,2026,15,190,132,143.94,0,0,,2,0
AR Patel,2026,13,173,132,131.06,11,44,8.18,7,0
Ashutosh Sharma,2026,8,171,94,181.91,0,0,,2,0
MD Choudhary,2026,10,170,120,141.67,0,0,,3,0
SN Khan,2026,7,161,95,169.47,0,0,,6,0
Suryansh Shedge,2026,7,158,90,175.56,0,0,,3,0
D Brevis,2026,8,151,118,127.97,0,0,,12,1
WG Jacks,2026,7,139,76,182.89,2,8.5,10.64,2,0
J Overton,2026,10,136,86,158.14,14,28,8.89,1,0
Q de Kock,2026,3,132,81,162.96,0,0,,2,0
Shashank Singh,2026,9,132,70,188.57,4,10,8.8,1,0
Urvil Patel,2026,7,129,64,201.56,0,0,,6,0
SE Rutherford,2026,7,123,75,164,0,0,,1,0
S Arora,2026,10,121,77,157.14,0,0,,3,0
Abdul Samad,2026,7,116,88,131.82,0,0.1,36,2,0
JM Sharma,2026,12,116,95,122.11,0,0,,15,0
Abishek Porel,2026,4,108,88,122.73,0,0,,0,0
JG Bethell,2026,7,96,77,124.68,0,0,,4,0
Himmat Singh,2026,5,92,69,133.33,0,0,,1,0
PR Veer,2026,5,90,67,134.33,0,2,12.5,0,0
R Shepherd,2026,13,83,66,125.76,7,25,11.92,3,0
Ramandeep Singh,2026,6,82,68,120.59,1,2.4,11.62,5,0
SB Dubey,2026,6,81,58,139.66,0,0,,0,0
Aniket Verma,2026,8,79,54,146.3,0,0,,5,0
SO Hetmyer,2026,7,78,69,113.04,0,0,,5,0
MK Pandey,2026,2,70,49,142.86,0,0,,4,0
GD Phillips,2026,5,67,54,124.07,0,0,,8,0
JO Holder,2026,11,65,52,125,17,38.2,7.57,8,0
N Wadhera,2026,6,65,57,114.04,0,0,,2,0
JC Archer,2026,16,64,47,136.17,25,60,9.32,8,1
MD Shanaka,2026,5,63,46,136.96,1,6,10,2,0
N Sindhu,2026,5,63,50,126,0,0,,3,0
MW Short,2026,3,60,51,117.65,0,3.1,12.32,2,0
A Kamboj,2026,14,58,38,152.63,21,50.2,10.53,2,0
Shahbaz Ahmed,2026,5,58,41,141.46,5,11.1,11.64,0,0
Shivang Kumar,2026,13,53,46,115.22,9,39,9.62,0,1
AS Roy,2026,12,52,39,133.33,9,27.1,9.61,8,1
Azmatullah Omarzai,2026,3,52,27,192.59,3,11,9.36,0,0
M Jansen,2026,12,51,45,113.33,9,47.2,10.2,7,0
C Bosch,2026,6,50,31,161.29,12,20.1,9.67,4,1
Rashid Khan,2026,17,50,41,121.95,21,56.5,9.08,4,0
K Rabada,2026,17,47,38,123.68,29,64.4,9.68,5,0
SU Parakh,2026,4,46,33,139.39,0,0,,1,0
M Shahrukh Khan,2026,5,43,33,130.3,0,0,,3,0
SP Narine,2026,13,40,32,125,17,51.3,6.6,2,0
Salil Arora,2026,1,35,21,166.67,0,0,,0,0
B Kumar,2026,16,34,26,130.77,29,63,7.95,1,0
GF Linde,2026,3,31,21,147.62,1,6.1,8.92,0,0
Mohammed Shami,2026,13,31,22,140.91,12,51,9,3,0
PJ Cummins,2026,8,30,19,157.89,8,32,9.59,2,0
Akshat Raghuwanshi,2026,2,29,25,116,0,0,,1,0
XC Bartlett,2026,9,29,13,223.08,5,33.3,11.58,10,0
MJ Santner,2026,4,26,19,136.84,5,14,8.93,1,0
TU Deshpande,2026,7,26,14,185.71,4,23,11.96,2,0
DL Chahar,2026,8,25,19,131.58,8,25.3,10.39,1,0
SN Thakur,2026,7,24,30,80,12,22,12.27,0,0
Arshad Khan,2026,6,23,11,209.09,6,17.2,9.92,2,0
R Smaran,2026,4,19,25,76,0,0,,4,0
TL Seifert,2026,3,19,18,105.56,0,0,,2,1
KK Nair,2026,2,18,18,100,0,0,,1,0
Kumar Kushagra,2026,1,18,14,128.57,0,0,,1,0
M Tiwari,2026,3,18,8,225,4,10,8.7,1,0
AA Kulkarni,2026,2,17,25,68,0,0,,0,0
RA Bawa,2026,2,16,14,114.29,2,4,12.5,3,0
LS Livingstone,2026,2,15,25,60,0,0,,5,0
V Nigam,2026,5,15,10,150,2,9,12.56,0,0
Vishnu Vinod,2026,1,15,8,187.5,0,0,,0,0
Auqib Nabi,2026,5,14,4,350,0,13,11.46,1,0
N Burger,2026,13,14,9,155.56,14,43.3,10.11,3,0
Harsh Dubey,2026,8,13,9,144.44,8,22,10.36,3,0
KA Jamieson,2026,2,12,13,92.31,2,7,12.86,0,0
T Dahiya,2026,2,12,15,80,0,0,,1,0
Kartik Tyagi,2026,13,11,10,110,18,51,9.76,3,0
Noor Ahmad,2026,14,11,23,47.83,13,51,8.39,4,0
